,x_test,future
5496,"[ 39 167  56 107  39  62  32 107  39 111 107  98  39  96 107   8  39  62
  32 107  39 163 102 107  39  97  45 129   6 162 106  19]",[146 171 106 162  96   8 106 162]
5497,"[ 21  37  21  37  21 145  37   5 137 122 145 132  98  97  98  11 129  98
 162  98 145 129  98  97  98 108 129  98 163  98 117 129]",[ 62  98 129  98  62  98 129  98]
5498,"[ 10 146  60 153  60 153  60 153 127 153 146   2 146  29 117  34 126  79
 126  79  55   9   7 108   9   4 133 115   7 146  81 163]",[46 81 46 81 46 81 81 76]
5499,"[117 106  17 117  45  85 154 152 135 117  91 117 135 135 157  13 143 140
 135  11 130 154  91 135 117 145 130 106 147  96 106  11]",[106 162 117 111 135  96  61  48]
5500,"[ 34 107 167  34 107  45  62 107  45 106  45 106  29 109 106  29 130  62
  29 130  11 130  11 130  39 145  11 130  62  11 145 135]",[ 91 140 102  27 155  13  17 143]
5501,"[115  34 167  96 107  93 124 167 115  38  34  38 167  96  38 107  38 167
 115  34 167  96 107 130  11 167 115 130  34 130 167  96]",[107 130 167 115  34 167  96 107]
5502,"[ 37  37   5  37 150 161 171 125 171  56 171  56 129  56 129  89  16 119
  21 119 119  21 119 119  21 119 147 101 125  98 125 171]",[171 102 171 102 159 159  43 117]
5503,"[163 111 117 146  45 117 172   6 171   6 146  43  97   4  43 146 112  34
  51  29 112  34  43 146   4  97  11 163 172  45 163 117]",[163  91 107 163 135  45 163 117]
5504,"[167  40 162 146 171 162  74   6 146 171 100  64  58   4  31   3  74  31
   4 100  31  89  47 130 100 144  28 144 160 144  47  47]",[ 31  28 144 160 144  47  47  31]
5505,"[ 97 109 116 167 109  96 109 105 115 109 116 167 109   7  50 109 159  97
 109 159  96 109 159  97 109 116 167 109  96 109 105 115]",[116 167 109   7  50 109 159  97]
5506,"[130 167 106 162  34 109 115 125 167  56 162  19 167  56 162  19 167  56
 162  19 167  56 107  39 130 167 107  39  62  32 167  56]",[161 167  56  39 161 167  56  39]
5507,"[162 117 111 135  96  61  48 147   3  11 135  11   3 135  11 135 130 108
  11 135  11   3 135  11 135   4  91 145 117 145   3 117]",[117 117 140 145 117  11   3 117]
5508,"[ 27 123  52  27  19 162 117 141  83 162  56 162 117 141  83 162 129  39
  72  71  39  52 171  97  72  71  97  26 102 163 131   2]",[ 52 102 163  99   1 163 117 111]
5509,"[101  51  19 153 101  51  19 153 101  51  19 153 101  51  19 153 101  51
  19  22 129  51  56  22 102  51 171  22  32  51 125  22]",[ 51  98  22 109  51  39  22   6]
5510,"[  6 108 115  11 163 108 115  11 163   4  60  45   4 111   6 108  80  11
 108  45   6 117  10 108 117   4 146 112  84  91 112 146]",[ 84 112  91 146 172  10 117 172]
5511,"[120 171 172   6  96  27  27 128  27  27 125   0 167 106  78  78  38  78
  78   8 120 167  45 135 172  96 130 140 172  91  41 172]",[172 130 172  61 143 143 143  27]
5512,"[ 45 102 117 111 171   4 115 125  11  45 163 108 115 125   4 107 146 108
   4 125 107 115  97   4  11   6 115  45  98  29  39  11]",[ 45  11 163 172  11 162  91  11]
5513,"[162 106  34 106  99 162 107  96 107  58 162  34  62  34  48 162  96 163
  96 144 162 115 163 115 162 115 163 115 162 115 163 115]",[115 163 115 162 115 108 163 115]
5514,"[ 16 125 163  16 125 163  16 125 163  43 112  16 125  43 163  43  16  98
 117 146 117  16 109 108 163 117 171  98 146 171  98 163]",[171  98   4  97  11 125 109  97]
5515,"[ 52  34  52  34  57   9 133   9  60 153 153  60  24  68  24  68  24  68
  79   7  71 126 108 105 105  25 171 171 171  14 171 114]",[ 65 109 159 109 159 109  98 116]
5516,"[ 32  53  32 150  39 150  39 159 109 159 109 170 167 170 167 116  35 116
  35  49 105 103  90 172 140 172 135   4  43 135   4  45]",[ 74   6  80 162  76   6 125  16]
5517,"[ 97 164  21 125  39  97  89  16   6 167 115  45 115 167   6 131 103   9
 100  74  46  74 144  48 144  35  72  52  10 144   9  68]",[26 58 31 74  3 80  9  3]
5518,"[  8  92   8 165 162 165 162 165 162  44  32  53 162  53 162  53 162  53
 162  33  97 170 167  64   9 165 119  61   8  61   8  61]",[ 61   8  61   8 165   8  63   8]
5519,"[166 166 166 166 166 166 166 166 166 166 166  11 166  10 166  11 166  10
 166  11 137  84  15   4  15  84  15  84  15  84  15  84]",[84 15 11 15 84 15 29 15]
5520,"[ 23 146   5 130 106  64 146   5 106  45  23 146   5 146   4  64  58  31
 171   3  31  23 100 171  31  89  47 100  56 144 144  28]",[160  47  47  31  31 144  28 144]
5521,"[156  39   8 123  39  91 156  36 117  69 123  91  39  69 102  39  84  13
  39 155  32  39 143  95  39 155 155  39   8 123  39  18]",[ 84 123  91  39  84 102  39  84]
5522,"[116 116  56 167  56  33 122  56 122 116  56 122  56 122  56 122  25 122
  56 122  40  56 122  56  25  25 122  56 122 136 122  56]",[ 61  56 122  56 116 116 122  56]
5523,"[ 86  58  26 133 144  60 100  60 153  42 171 125  42 171 125  65  98  41
 109  41   7  41 109  47   9   9  57  79 133  79  60 153]",[100  45   4 117  60  46  60 153]
5524,"[  3   3   3   3   3   3   3   3   4  41  41   7 159 159 127 127 159 159
  72  72  72  72  51  41  41   7 159 159 127 127  54 146]",[151  51 128   7 151  54 159 151]
5525,"[ 89  31  74 165  74   8  61   8  58  64  58  16 171  74   6  16  39   6
  16 125  80   6  16  39   6   4 146 172  45  91 107 172]",[135  96 108 115   4 146  76   6]
5526,"[ 38  38 167  96 107  38  38 167 115  34 167  96 107 143  13 167 115 143
  34 143 167  96 143 107 143 167 115  34 167  96 107  93]",[167 115  38  34  38 167  96  38]
5527,"[ 39 109  39  62 109 106   8 109  11  39  62 107  29  62 107 106 102 163
 115 108 115 106 107  32  39  97  62  97  39  34 109  73]",[ 58  62 106  11  99  62 107  29]
5528,"[ 31  98  52 125 172 131 125 100  97  91 115 117 111 108 107 108  31 131
  41  28  46  57 108 172  52  91 145  91 126 117 108 160]",[ 72 100 131   6 115 131 131 131]
5529,"[144 144  31  31 144 144 131 131  31  31 144 144  57 144 115  21 108 125
 115  21 108 125 163 137  11 102 163 137  11 102 115  21]",[125 115  21 108 125  45  16 172]
5530,"[149 156 135 149  39 145  28  22 117  28  22 135 149 156 135 149  39 145
  96  11  39 102 130  29 163 106  30  29 106 107 106 107]",[ 66  69  83   2  83   2  72 111]
5531,"[  2 157   2  92  53  53  53  36  36 130 107 145  91  36 143 155  36  88
 114 154  61  63  61  63  61  63 121 121   4 106 135 140]",[ 51  27 121  78  52  52   3   3]
5532,"[ 96 111 131  98 111   6 111 100 146 111  96 111 144 125 115   6 115 163
 115  62 115 125 115   6 115 163 115  62 115  31 125 115]",[115  99 146 115  62 115  52 125]
5533,"[ 83  83 140 140  17  69  91  91  85  18  91  91  75 108  88  88  75  11
 128 128  70 117 141 141 157 117 141 141  41  98 117 117]",[ 98 117 117 157 109 108 108 157]
5534,"[143  39 155  13 143  62  13 155  27 128  88  78 102 158  93 124  17  38
  78  88 128  27 155  32  78  88 128  27 155  13 143 140]",[ 39 143 140  91 150  43 135 145]
5535,"[119 146   5  62  37  96 119 146   5  62  37  96 119  30 113 113 113 113
  30 113  30  30  30  30  26  26  26  26  30  26  30  30]",[100 100 100 100 100 100 100 100]
5536,"[115  65 111  41  34  41  34  52  34  52  34  52  34  57   9 133   9  60
 153 153  60  24  68  24  68  24  68  79   7  71 126 108]",[105  25 171 171 171  14 171 114]
5537,"[115 107 115 107  11 107 129 115 108  16 115  45  11  45 115  45 115  45
  11  45 115 108 161 115 107  29 107 115 117 113 161  45]",[ 29 161 113 145 161 113  29  21]
5538,"[146 108   4 125 107 115  97   4  11   6  45  11  97   4 108 163  11 108
 115  13 108 163 112 135  45 172 117 146  45 117 171 172]",[125  91   4  98 117  11 125 115]
5539,"[163 106 162  34 109  62  32  29  97 145  62  29  97 111  98  62  32  97
 129 130 167   4 146 130 167  45   6 111  98 146 171 106]",[  4 146 106 162  96   8 146 171]
5540,"[115  39  11 129  98 162  98 145 129  98 108 163  98 145 129  62 117  97
  62 155  97  62 112  97  62 117 129  62 145  97  62 112]",[ 62  43  97  62  91 129 115 108]
5541,"[147  27 162   0  78 168   0  78 162   0  27   8 143  61   8  27  61 143
   8  27  61 155  98  13   2 143 140  98 143  32 155 143]",[155 172  63 143 140 157 106 130]
5542,"[ 45 115  45 115  45  11  45 115 108 161 115 107  29 107 115 117 113 161
  45 113 161  29 113 145 161 113 161  29 113  21  45 113]",[ 21  45  29 117  29  45  29  45]
5543,"[  8 129   8 102   8 119   8 161   8 129   8 102   8 119   8   3 113  98
  19  98 102  98   8  98 113  98  19  98 102  98   8  98]",[ 32  62  98  62  52  97  62 146]
5544,"[111 130 171 117 146 149 100 149 100 149 100 149 100 149 100 149 100 149
 100 149  65 149  65 149  65 149  65 149  65 149  65 149]",[149  65 149  65 149  65 149  65]
5545,"[155  87  27 107 155  47   6 130  71 130  56  96  85  96  53  19  34  53
  73  34 145 135  19   4  96 130   4 162  96  79  32  62]",[ 62 135 145  19   4  96 130   4]
5546,"[ 26  45 106  31  62 145  58  45 106  62 145  53  45 106  62 145  45 106
  62 117  31  29 130 111  43   3  11   4  34 172 131 145]",[ 45 140 100 108 135 106  13 144]
5547,"[113   7   5  50   5   7  50 171  50  60   5  50  25   5  41  50 171  50
  65   5  50 159   5 113 171 113  41   5 113  65   5   7]",[171 153  50   7   5  50   5  50]
5548,"[108  29 107  29 107  29 117 130 107 117  16  11 115 108  11 115  11  45
 115  45 111 163 107 129  39  97 115  97  39  97  39  97]",[107  97  39  11  98 129  62 111]
5549,"[ 34 109  45   6  29  97 130 167  11 163   4 146  11 163   4 146 117 111
 108 115   4 146  11 163 108 115   4 146  11 163  29  97]",[ 6 29 97 45  6 29 97 45]
5550,"[  6  45   6 107  39  45   6  96   8 115 125 146 146 171 171 106 162 106
 162 106 162  45   6 106 162  34 109  87  87  96   8 115]",[125 125 130 167 116  35  90  59]
5551,"[161 119 167 161 119 170  56 167 122 167 122 167 122  49 140 131 172  43
 144 172  92  58  43  92   3  43  64  64 121  40 121  40]",[ 40  51  22  48  13 112  99  13]
5552,"[127  43 117 108  76 117 108 111 146  45 111  45  98   4  45  45 115  11
  45  11   6 108  11  45 111   4  45   4 146 117   4   4]",[135   4 107 135  29  91 135 107]
5553,"[130 143  45 172 130 143  45 172 130 143  45 172 130 143  45 172 130 143
  45 172 130  59 167 130 146  59 167   6 130   8  59 167]",[ 45  59  45 130  59 130  59  96]
5554,"[162 113 163 111 106 102 111 163 162 163 111 163  19 111 106  11 102 106
 111 163 111 106  34 119 106  11 107 102  29  11 107  29]",[ 96 137  29 145  96 102 106  11]
5555,"[141  60 108   6  13 108  13   0  80 117   6  51 117  51 141  60  43   6
   0  43   0 128   9  27  69  88  27  69  88 124  99  17]",[ 78  88 141  27 155  13 143  71]
5556,"[ 48  59  59 105 144 144 105 144  90 100   1  58   1  25  47  96 106   4
 135 140  51  74   3  74  74  90  31  31  90  31  94  58]",[ 47  49  46  48 153   3   3  40]
5557,"[  7  40 112  50   7  40 112   5  68 153 143   5 149 153 149 153 149 153
 149 153 149 153 143   5 149 153 143   5 149 153  51 137]",[166  13 166  83 166  83 166  83]
5558,"[ 45 145 117  68  29  45  43 125 108  29 108  97  29  10  62 108 115  34
  29  43 125  97  29  11 163 117  60   4  45 108  57  45]",[108 171  11  45  11  57  45  34]
5559,"[165  99 165  99  37 134  26  72 134  48  66  26 134   3 132 138 148  99
  99 138  26  48 138  72   3 134 100  72 134  26  48  48]",[121 121 106 121   2  72 134 134]
5560,"[129 102 129  66 102 129 102 129 102  66 129 102 129 102  66 129 102 129
  66 102 129 102 129 102  66 129 102 129 102  66 129 102]",[ 83 102  52   3   3  52  66  66]
5561,"[167 141 162  98  78 141  13  13 111 141  13 140  13  96  88  62  39  38
  88 155 155 107  88 155 143 155 111  88 163  96 124  88]",[ 27 107  88  27  13  27  96  88]
5562,"[ 45  13  29  11 166 113  98 117 166  45 149   5 107 171   4  45  68   5
 107 171   4  67 137 102  45 163  29  11 166 113  98 117]",[ 98 117 137 127   5 171 171 171]
5563,"[ 98   2  98  98   2  13   2 112  98 140  91  98 117  17  91  68 117  98
 135 145  98  11   2  13   2 112  98 140  91  98 117  66]",[66 98 66 98 66 98 98 66]
5564,"[161 167  26  39 167  72 111 167  47  39 167  99 102  39  26   8  39  48
 163  39   8  39 113 162  72  98 162  48  62 162  26  98]",[ 99 161  39  72   8  39 131 163]
5565,"[ 96 165 146 165 146 165 167 165 167 165 162 162   6  64   6  64 162 121
 162 121 109 100 109 100   8  24 109  24   8 121 109  64]",[64 64 64 64 64 16 64 50]
5566,"[ 76  46  45  60  60   6  46 163  60 146 171  60   5 171  60   6  46 163
  60  97  41  98  83   6  41 109  50  41   5  50 129  29]",[113   9  21   9  97  68  62   9]
5567,"[  0 155  57   0  88 120  88 120 151 124  38 124  54 124  13  38 143 124
  54  13  51 151  54 112  51 120 172  54  51  88  91  54]",[141  54 117  51  27  88 135  91]
5568,"[102  29  11  16  29  45 102  29  11  16  29  45 102  29  11  16  29  45
 102  29  11  16  29  45 102  29  45  16 129 102 171  32]",[ 32 125  81  16 129  46 102 171]
5569,"[105 167 108 143 167 130  84  96 130 140  56  11   9 167  11  87  47 130
  84  90 130  13 167 108  20  11 108 105  47 108  36  90]",[145 130  91  43 107  91  91 107]
5570,"[ 62 131 167  62  47 107  62 167  62  56 115   3 167 115  58 106 115 144
 167 115  47   8 167   3  39 167  99  96 167  39 167 161]",[ 26  39 167  72 111 167  47  39]
5571,"[117 172  45 112 172  43 169 172  43 117 127  43 117 108  76 117 108 111
 146  45 111  45  98   4  45  45 115  11  45  11   6 108]",[ 45 111   4  45   4 146 117   4]
5572,"[ 58  58 127 127  40  41 127 127 153 169 153 169 153 169  57 169  60 153
  60 153  60 153  60 153  58  58  58  58 127 127  40  41]",[127 153 169 153 169 153 169  57]
5573,"[107  85 156  80 139 150 156 154  18   0 102  88   0  13  13 139   0  13
  91  91  13  91 108 108  91 108  11  11 108  11 107  85]",[  0 102  88   0  13  13 139   0]
5574,"[117 111  91 107 140 106 143 130  13  11 155 145  27 135 141 117  88  91
  78 140  88  91 141 117  27 135 155 145  13  11 143 130]",[106  91 107 117 111 135  96 145]
5575,"[113  96  11 161 113  29 113  96  29 102 113 106 113  96 106 171 113  45
 113   2 102 113  56 102 171 102  56 102  19  16  19 113]",[ 30 113 113 113 113 106 113 113]
5576,"[ 13 112 140  91 117 108 145  11  32 108 145  11  92  29 106 107  34 106
  11  32 108 145  11  92  29 106 107  34 106  11  32 108]",[ 11  92  29 106 107  34 106  11]
5577,"[ 72 164  99   0  88 151 120  88 141   0 155  13 112 172  91 117 108 117
 145 108 115  91 107 112  29 172  45  91 107 117 111 108]",[145  62  11 163  29  97  45   6]
5578,"[ 15  84  15  45 137  83 166  11 166  10 166 117 166  57 166 172 166  83
 166  13 166  10 166 141 166  57 166  88   5  36 127 120]",[ 59 127  59 127  59 127  59 127]
5579,"[  9   8  98   9 102   9  98   9  19   9  98   9   9 113  98   9   9   8
  98   9 102   9  98   9  19   9  98   9   9 113  98 131]",[109 102 109 129 109  19 109 125]
5580,"[112   7  51  51  41 172 149 143   0  51  12 143 117  43   7  34 109  45
   6  29  97 130 167  11 163   4 146  11 163   4 146  25]",[159  40  43  97 117 146 108 167]
5581,"[117  11 117  11 135  11   3 135  11 135  11  32 135  29 145  29  70 145
  29 145  29   8 145 106  11 106 157  11 106  11 106   8]",[ 45 130  45  59 130  45 130 106]
5582,"[ 60 153 159 109  98 116 125  32 125  56 129  56  89  16  89 129  89  56
 171 114 125  98  14 171 102 171 129  19 129 159  50 159]",[159 129  56  55 171 125  89  56]
5583,"[ 26  58  31 100   3 131 144   3 131   3 144 131   3   3 131  31  47  72
  31  47  31  72  47  31  31  47  52  58 100  58  52  48]",[ 47  47 100  52 144  31  48  48]
5584,"[ 39  69 102  39  84  13  39 155  32  39  95 143  39 155 155  39   8 123
  39  18  36  84 123  91  39  84  39 129  84  39  71  71]",[39 74 39 71 10 71 10 17]
5585,"[145   0 108 108  40   7 133  57   7  41  81  80  60  80  41  80  80  86
  45  34  86 115   7 146   4 110  81  10 146 146 127 144]",[100  52 127  31  26  31 100 127]
5586,"[ 31  60  58  79  58  58  58  79  58  79  58  74  99  25  41  31  59  75
  59  52  47 100  20  72  10  59  72  10  72  59  26  85]",[ 26 100  84  28 100  84 100  28]
5587,"[ 79  32  53  53 162  53  79  53 170  56 167 170  79  56 170 170 167  79
  79 170  53  32 162  53  79  32  53  53 162  53 150  79]",[165  19 162  84  19  44  44 162]
5588,"[ 96  51   4 130 172 171 146 155 111 146  51  45 143   4 109 146  34 146
 140 106 143 130 125 167 106 167 140  34 130 143   8 167]",[167 172  96 106  13  56 167 143]
5589,"[ 27  13  91  91  13  91 135 135  91 135  11  85  95 135 102  91 135  11
  11 135  11 107  11 117  98 140 117  11  11  30 117  11]",[ 11  91 161 143  91 145 145  18]
5590,"[135 146  43 163  97   6  45  34  29  11   4  96 108 115 135 146 108 163
 135 146  43 115 135 146  43 115 172  96 106  34 145  62]",[162 140 109 155  32 128  19  78]
5591,"[ 58  73  58  34  72 109 106  72 106 155   8 107  27 155  51  85 155  87
  27 107 155  47   6 130  71 130  56  96  85  96  53  19]",[ 53  73  34 135 145  19   4  96]
5592,"[ 15 124  78  30  13  13  30 124  78  30  13  13  30 124  51  44  54 155
 134  93  48  69  26  88  39 142 150  88  88 150 142 150]",[ 88 150 142 150  88 158  69  93]
5593,"[ 52  58 100  58  52  48 144  47  47 100  52 144  31  48  48  58  52 144
  47 100  52 144   3  47  48  31  58 144  48 103  48  48]",[ 59  48 121  48  85  26 121  59]
5594,"[ 56 145  91 107 130 119 135   4 135   4  19 106  43  34 106  37 145 106
 145 106  32  34 135  96 107 171   4  29   4  29  50  34]",[ 62  34  56 130  62 130  34 122]
5595,"[115 116  34 106  90  61  27  45  90  61  27  45 165 165  51 106 165 165
  51 106  61  61 143 130  61  61 143 130 116 136 143 130]",[136 143 130 120 119 158  38 120]
5596,"[  6  85  98  85  47   6  85  47 109  79   3 162  79  72 109  79 162 100
  79 100  39  47  84  99 167  84  58 162  79  48 162  74]",[ 32  79  43 109  43  79  43  43]
5597,"[116 125  32 125  56 129  56  89  16  89 129  89  56 171 114 125  98  14
 171 102 171 129  19 129 159  50 159  16 159 129  56  55]",[125  89  56 129  56  16 161  16]
5598,"[102  20 163 128  56  49 167  27   8  59  96 120  32 149  62  38  56 167
  78 102  94 163  93  37 155  32 158 119  27   8   3   3]",[124  38 124  38 124  38 124  38]
5599,"[  2 157   2 106 115 109 162  29  11  97 163  29  62  39  97  11   4 163
 146 123 135  15  91  13  15  27  88  15 124 141   2 157]",[157   2 157   2  45 163 103 106]
5600,"[106  34  32 106   4  43 106  34 109 106   4 135 106  96 162 106   4 135
  45  96 146  45 130 145  45  62 119  45 130 145  34  62]",[ 34 106   4  34 146  19  34  45]
5601,"[ 93  32 155  78 124 155  93  39 155 138  88 151 155 157  92 124  28 138
 151  20  78  88  39  91 138 112 155  91  93  32 155  78]",[155  93  39 155 138  88 151 155]
5602,"[ 13 111 112  51  41  13   0  51 111 141   0  41 128 111 141 151  41  78
 124 151  96 125 115  57 142 115  54  57 124 115 151 120]",[ 88 141   0 115 125 115   0  54]
5603,"[120 151  38 125 151  38  54 105  38  54  54 158  32 158  90 158 102 142
 158  94  93 124  38  78  88 128  32  27 155  51 157 155]",[128  88  78 151  39  93 124 151]
5604,"[113 157  30 157  30 157  30 157  30 157  30 140  30 157  30  91  30 123
  30 117  30  83  30 117 161  83  15  83  15  83  15  83]",[ 83  15 135  15  17  15  17  15]
5605,"[ 13   2 112  98 140  91  98 117  66  68  66  98  66  98  66  98  98  66
  98  98 106  83  11  29  98 106  98 107  70 106 129  29]",[129 145 135  28 145 163 135 117]
5606,"[ 43 128  29 172 112 172 112 143  51  58 106   4 106  13  45  29  11  29
  11   4  51 106   9 128  51  13  45  51   0  51   0  27]",[ 58 106   4 106  13  45  29  11]
5607,"[ 29  27 162 155 106 155  34 155 106  27 167 155  45 155  96 155  45 143
  20 140 172 106 140  91 121 135 107 145  79  43 106 140]",[155  62 128 167  27  45  27  62]
5608,"[108 117 115 111 108 117 115 111  11 163 117 111  29  97 117 111 106 117
 162 111 108  43 115  34  11 163  43  34  29  97  43  34]",[ 43 162  34 104 104 104 104 104]
5609,"[119 170  50  16 170 129 145 170  56 105  32  20  32 171  32  53 109   8
  32 165 162  11 131 135 131 172 140 131 143 131  13 135]",[ 74 121 165 121  61  61 165  19]
5610,"[ 34 172  16  45  89 130 108  45 172  16  45  29 135  45 172 167  25  46
 112  97 160 143   6  25  46 112 125  29 160 108  91  29]",[125 108 164  91 112 108 143   6]
5611,"[163 162 163 167 163  26 102 163  39 163  48  97 163 167 163  99 102 163
  39 163   3  97 163 167 163  26   8  98 102  98  19  98]",[ 98   8  98 102  98  19  98 113]
5612,"[ 77 131  77 131  77 131 116  47 116  47  47 116 116   3   3 168 168  31
  31  23  23 100 100  23  23  47  47  52  52  55  55 144]",[ 55  55 100 100  67  67 131 131]
5613,"[108  45 111   4  45   4   6 117   4  45 115  11  45 163  11 115 108  11
   6 117   4 172  45 117   4 172 111  51 172 172 108  13]",[172 108  13  45   0  13 172 117]
5614,"[135  17 107  91  85 135 107 145  85   4 107 145  70 107 140  73 111  91
  73 117 111 135  73 145 111 140  73  96 106 121  96 106]",[ 96   2 111 106  13   2  29  13]
5615,"[108 115   4 146  11 163  29  97  45   6  29  97  45   6  29  97  45   6
  34 109 111  98 115 125 146 171 111  45  11   4 108 117]",[172  43 112  13 108  51 155  11]
5616,"[143 112 159  51 112 172 127 143 172  43   7   4  43 112  51 128  51  43
  34 112  29  51   4 128  43 151 112  51   4   0  51 143]",[ 51 143 112 159 143 112 172 127]
5617,"[106  19 140 143  13 155  27   8 135  96  27   8 135  96  27   8 135  96
  85 125 157 115  59 157 125  85  59  96   8  96  27   8]",[ 96  27   8 141  98 117 111 141]
5618,"[ 32 128 141  53 128 141 128 155  53 143 143 109  73 140  73 155  51   8
 155  51 143  51 155   0  27 141 128  78  19 165 120  88]",[128  32 120  53  78  54  93  78]
5619,"[ 97  34 128 128 109 167  62 128 128 109  97 146 128 128 109 167  62 128
 128 109  97 146 109 167  62  43  91 109  97  43 146  43]",[ 97  43 146  43  73  34 106  62]
5620,"[ 69  99   3  58 116  99   3  47  69  48  58  99   3  58 116  99   3  47
  69  48  58  99   3  43 116  91 140 143  69  48  58  99]",[ 58 116  99   3  47  69  48  58]
5621,"[ 25 122  56 125 108  56 129  59  16  59 115  75 107  59  45   6  59  16
   6  59 115  49  34  59  96 103 163 133 115 103 146 171]",[  5 171  74 146  58   4 144 146]
5622,"[107  13   1  13   1  45  13  30   2  98  98   2  98  98   2  13   2 112
  98 140  91  98 117  17  91  68 117  98 135 145  98  11]",[ 13   2 112  98 140  91  98 117]
5623,"[162 140 106 157  98  13 111 157  98  13 111  84 102  27 163  84 102  27
 163  36  39 155 107  36  39 155 107 134  32 155  62 134]",[155  62 157  98 140 111 157  98]
5624,"[102  91 135  11  11 135  11 107  11 117  98 140 117  11  11  30 117  11
 106  11  91 161 143  91 145 145  18  91 145 130 145  91]",[ 13  91 135 135  69  91 135  11]
5625,"[  8  96 146  96   8  34  62  47  34   3   8  96 146  96  43   8  34  62
  34 135   8  96 146  96   8  34  62  43  34 135   8  96]",[96 78 38  8 78 34 38 78]
5626,"[ 96 108 115 135 117  96 111 135  96 108 115 135 117  96 111 135  96 145
  11  62 163 130 167  11 145 163  62  11 163 130 106 167]",[107  69  91 140 143  13 155  27]
5627,"[141   0 105 128  38 116 151 120 116 128 141 105   0  51   7  41 112  51
   7 112  51  41 112 172 149 112 143  12   0  51 149 143]",[ 12 172  51   7  41 112  51   7]
5628,"[ 16  19  16  19  58  16  19  16  19  16  19  16  19 144  16  19  16  19
  16  19  16 102 100 100  31  31  99  99  31  31 103 100]",[144 153  48  49  58  90  31  40]
5629,"[ 96 115 146 163  97   6  45  34  29  11   4  96 108 115 135 146  43 163
  97   6  45  34  29  11   4  96 108 115 135 146  43 163]",[  6  45  34  29  11   4  96 108]
5630,"[162  98  78 141  13  13 111 141  13 140  13  96  88  62  39  38  88 155
 155 107  88 155 143 155 111  88 163  96 124  88  27  27]",[88 27 13 27 96 88 62 39]
5631,"[146 108   4 125 107 115  97   4  11   6  45  11  97   4 108 163  11 108
 115  13 108 163 112 135  45 172 117 146  45 117 171 172]",[125  91   4  98 117  11 125 115]
5632,"[ 70 111  72 162 111  52  70 111   3 113  98  26 162  98 144 163  98 131
 115  98  52 129  62  98  62  97  62  52  98  62   3 113]",[ 26   2 115 144  20 115 131   2]
5633,"[135  11 135  27 102  39  88  27  13  13 163  27  13  91  13 167 141 162
  98  78 141  13  13 111 141  13 140  13  96  88  62  39]",[ 88 155 155 107  88 155 143 155]
5634,"[ 70  45  75  97  34 115  75  34  66  97 111  62  66 111  55  97  34 115
  55  34  97  45 111  45 114 167  45 111 114  45 166 163]",[111 166  45 127 146  45 111  45]
5635,"[135  11 145 107  91 143  13 106  91  11  13  43  11  13 107  91 145 145
  91 143 140 111 145 130 140 108 130 140  96 135  11  11]",[ 91 111  62  11 117 106 111  11]
5636,"[ 66  66  66 159 159 159 159 159 159  15  69 112 107 140 111  91  96 140
 111  91  96 117  62 135 163 117  62 135 163 117  62  91]",[140 111 112 107  13 106  66  66]
5637,"[ 96 143   4  96 135 145   8 117 172  96 143 140  96 172  43 172 140 165
   4  96 135   4  96 135   4  96 135  11 111 108   4  96]",[  4  96 135   4 107 135 108 109]
5638,"[16 19 16 19 16 19 58 16 19 16 19 16 19 16 19 31 16 19 16 19 16 19 16 19
 48 16 19 16 19 16 19 16]",[58 16 19 16 19 16 19 16]
5639,"[115  11  21  45 125 115 108  57  21  21  28 113  28  21 125 115 108  28
  21  21 113  60  21 125 115 108 107   4  29  21  57  21]",[113  57  21 125 115 108  21  80]
5640,"[ 45 172  68  97 172  45  98 172  68  32 172 107  21  91 125  75  39  91
 107  91 125  75  39  91   4  51  28   8  51   4 171  51]",[119  51  39  96  27 158  41  96]
5641,"[ 62  29  97  62 107  62  97  62  97  62 107  62  97  11 144 163 115 107
 115 163 115 163 115 107 115 163  29  26 163 115 106 163]",[107 163 115 111 162 163  29  71]
5642,"[  0  50 102 172 171  43 125   0 140 102  50 172 171  43 125 140   0  47
  91  43 140   0  91  43 140   0  91  43  13 143 140 143]",[ 91 140  91  43 135  43  91  43]
5643,"[  0  12  51  51   7  51  41 141   0 105 155   0 116 128  51   7  41  51
  20 155  51 121 140  43  20  43 121  43 121  44 121  44]",[ 53 155  20 128  53 120 141 128]
5644,"[155  79 106  27  79 155 106  51  79 143 106 140  22 106 140  22 106 140
  22 106 112  22  29 151  22  29 151  22  29  38 156 130]",[156 130 143 156 130  51  84 130]
5645,"[103  90 103  90 103  90 140  19 106 162 140  19  13 102  11 163  13 102
  27   8 135  96  27   8 143  56 130 167 143  56 155  32]",[ 62 155  32 140  19 106 162 140]
5646,"[146  98 132 137  97 132 137 146 132 137 111 132 137 146 132 137  97 132
 137  98 132 137  97 132 146 101 132  98 137 162 163 111]",[162  98 162 163  39  97 163  96]
5647,"[ 56  91 117 135 117  91 135 171 117 135 108 135 117 145  98 117 145   2
 117  11  84 117  11  84 117  29  71 117  29  71 117 106]",[117 106  17 117  45  85 154 152]
5648,"[ 45 120 120 120   4  54  54 125  54 167 130  38  38  38  78 106  78  78
  34 128 128 128  45 120 120 171 172   6  96  27  27 128]",[ 27 125   0 167 106  78  78  38]
