,x_tr,future
1438,"[20  1 15 13 29  1 13  2 13  1 29 27 31 33 22  0 27 22 27 31 33 22  0 27
 22 16 19 16 19  2  2  0]",[ 1 15 13 29  1 13  2 13]
1439,"[29  2 29 26  2  7 29 22  2 29  1  1 29 29 13 29 29  3 29  1 13 29 20 20
  2 26  2  7 22 15  2  1]",[ 2 29 26  2  7 29 22  2]
1440,"[16 16 16 29 33 27 11 19  6  2 29 33 11 19  6  2 31 11 19  3  3 22 27 11
 19 15 26  3 22 11 19 15]",[16 16 29 33 27 11 19  6]
1441,"[25 26  3  4  5  1 26  3  5  1 26  3  5  1 26  1 24 25  1 24  1 24  1 24
 29 17  3 11 20  9  6  1]",[26  3  4  5  1 26  3  5]
1442,"[32 21 31 21 32 21 32 21 31 21 32 21 32 21 18 16 16 18 21 18 32 21 32 21
 18 16 16 18 21 18 32 21]",[21 31 21 32 21 32 21 31]
1443,"[26  3  5  1 26  3  5  1 26  1 24 25  1 24  1 24  1 24 29 17  3 11 20  9
  6  1 12  6 15 23 20  4]",[ 3  5  1 26  3  5  1 26]
1444,"[ 7 12 30 26 12 24 11  1  8 24 11  1 31 24 11  1 24 11  1  8 21  8 27  8
 31 33  8 19  7  8  2 26]",[12 30 26 12 24 11  1  8]
1445,"[13 23  7 11 30 11 22 26  7 26 25 19 26  4 26  4  7 13 26 13 23  7 11 30
 11 23 20 25  3  3  4  5]",[23  7 11 30 11 22 26  7]
1446,"[32 21 32  0 21 18 16 16 18 21 18 21 19 21 19 19 19 19 19 19 19 19 19 19
 19 29 27 11 19 24  2 29]",[21 32  0 21 18 16 16 18]
1447,"[11 19  3  3 22 27 11 19 15 26  3 22 11 19 15 26 29 33 11 19  6  2 11  0
  8  0  0  0  0 27  2 27]",[19  3  3 22 27 11 19 15]
1448,"[28 29 20  1 33  6 10  5 28  1 20 29 33  6 10  5 28  1 20 29 33  6 10 33
 28  1 20 29 28  1 20 29]",[29 20  1 33  6 10  5 28]
1449,"[28 28 17 17 17 17 17  8 25  8  8  4 25 28 28 17  4 17  9 17  9  4 23  4
  4  8  8  4 12  4  9  4]",[28 17 17 17 17 17  8 25]
1450,"[ 6 15 29  0 15 25 16 25  8  8 17  0 17  0 23  4 29 33 27 11 19 10  2 29
 33 11 19 10  2 31 11 19]",[15 29  0 15 25 16 25  8]
1451,"[11 29  6 28 21 19 30 25 14  4  0  8 29  6 28  7  2 24 29 20 29  1 24  1
 24  2 28  7 20 20 28  7]",[29  6 28 21 19 30 25 14]
1452,"[18  1 27 14 18  1 27 14 18  1 27 18 29 27 18 29 27 18 15 27 18 15 27 14
 18 20 27 14 18 20 27 18]",[ 1 27 14 18  1 27 14 18]
1453,"[14 14 14 14 14 14 22  7  2 13  1 29 23  4  4  8  8  0  8  8  8  8  8  8
  8  2 10 11 29  6 25 25]",[14 14 14 14 14 22  7  2]
1454,"[18 16 16 18 21 18 32 21 32 21 18 16 16 18 21 18 32 21 32  0 21 18 16 16
 18 21 18 21 19 21 19 19]",[16 16 18 21 18 32 21 32]
1455,"[31 13 21 11 31 22 11 31  7  2 24 29 20 29  1 24  1 24  2 28  7 20 20 28
  7 20 27 29  1  1 29  1]",[13 21 11 31 22 11 31  7]
1456,"[11 31 13 21 11 31  1 22 11 31 13 21 11 31 22 11 31 23 27  6  6  6  6 15
  6  3  9 33  9  9  9 33]",[31 13 21 11 31  1 22 11]
1457,"[13  1 29 15 20  4 23 23 23 14 12 25  8  2 13  1 29 15 20  4 23 23 23 14
 12 25  8 13  3 15 17 14]",[ 1 29 15 20  4 23 23 23]
1458,"[30 24 17 11 24 30 24 24 25 30 24  4 11 24 30 24 24  8 30 24 17 11 24 30
 24 24 25 30 24  4 11 24]",[24 17 11 24 30 24 24 25]
1459,"[23  1 11  1 11  1 11 23 23 23 23 20 23 15 23  6  3 23  5  1 25 26  3  4
  5  1 26  3  5  1 26  3]",[ 1 11  1 11  1 11 23 23]
1460,"[ 4 11 24 30 24 24  9  2 24  8  5 24  2 24 27 10 17  2 10 25 10 23  2 10
  8 22  2 17  2 13  2  2]",[11 24 30 24 24  9  2 24]
1461,"[ 4  8  8  0  8  8  8  8  8  8  8  2 10 11 29  6 25 25 14 14 14  2 13  1
 29 15 20 14 12 26 13  3]",[8 8 0 8 8 8 8 8]
1462,"[ 1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29  2 29 26  2  7
 29 22  2 29  1  1 29 29]",[20 29 28  1 20 29 28  1]
1463,"[29  3 29  1 13 29 20 20  2 26  2  7 22 15  2  1 28  1 20 15 29 15 13 20
 28 27 31 33 22  0 27 22]",[ 3 29  1 13 29 20 20  2]
1464,"[11 19  3  3 22 27 11 19 15 26  3 22 11 19 15 26 29 33 11 19  6  2 11  0
  8  0  0  0  0 21 31 21]",[19  3  3 22 27 11 19 15]
1465,"[16 16 21 31 21 32 21 32 21 31 21 32 32 31 32 32 31 32 32 31 32 21 32 21
 31 21 32 21 32 21 31 21]",[16 21 31 21 32 21 32 21]
1466,"[19 13 26 29 11 19 24  2 29 11 19 24  2 16 16 16 16 16 16 29 33 27 11 19
  6  2 29 33 11 19  6  2]",[13 26 29 11 19 24  2 29]
1467,"[ 4 26  4  7 13 26 13 23  7 11 30 11 23 20 25  3  3  4  5  1 26 20 25  1
 24 28 17 29  8 17  3 11]",[26  4  7 13 26 13 23  7]
1468,"[13 30  4 30  9 30 30 17 30 30 24 24 17  5 24 24  9 30 30 30 30 30  4 30
  5 30 30 30 30 24 24 16]",[30  4 30  9 30 30 17 30]
1469,"[13 13 24 15 30 24 15 30 24 13  5 16 16 16 16 16 16  5 13 13 24 15 30 24
 15 30 24 13  5 16 16 16]",[13 24 15 30 24 15 30 24]
1470,"[28 29 20  1  6 10 15 13  6 10 29  2  1  7 28 29 20  1 33  6 10  5 28  1
 20 29 33  6 10  5 28  1]",[29 20  1  6 10 15 13  6]
1471,"[29 33 11 27 13 21 11 31 29 22 11 31 13 21 11 31 22 11 31  7  2 24 29 20
 29  1 24  1 24  2 28  7]",[33 11 27 13 21 11 31 29]
1472,"[ 6 10  5 28  1 20 29 33  6 10  5 28  1 20 29 33  6 10 33 28  1 20 29 28
  1 20 29 28  1 20 29 28]",[10  5 28  1 20 29 33  6]
1473,"[25 27 31 27 31 33 22 33 22 19 19  2  2 14  9  9 27 27 22 19 22 19  8  8
 27 27 22 22 19 19 17 17]",[27 31 27 31 33 22 33 22]
1474,"[ 2 28  7 20 20 28  7 20 27 29  1  1 29  1  1 29  1  1 29  1  1 29  1  1
 29  1 27  2  1 29  1 27]",[28  7 20 20 28  7 20 27]
1475,"[19 26  4 26  4  7 13 26 13 23  7 11 30 11 23 20 25  3  3  4  5  1 26 20
 25  1 24 28 17 29  8 17]",[26  4 26  4  7 13 26 13]
1476,"[13 26  3 22 11 19 13 26 29 11 19 24  2 29 11 19 24  2 16 16 16 16 16 16
 29 33 27 11 19  6  2 29]",[26  3 22 11 19 13 26 29]
1477,"[ 5 30  5 13  5  5 13  5 30  5 15 13  5 29  5  5  3  5 15  5 29  5  5  5
  5 28  5 11  5 29  5  3]",[30  5 13  5  5 13  5 30]
1478,"[26  2  7 22 15  2  1 28  1 20 15 29 15 13 20 28 27 31 33 22  0 27 22 29
  3  6 15 29  0 15 25 16]",[ 2  7 22 15  2  1 28  1]
1479,"[ 4 25 17  0 28  4 25 17 25  0 17  8  4 25 17  0  0 29 29 29 29 29 29 29
 29 29 29 29 17 12  9 12]",[25 17  0 28  4 25 17 25]
1480,"[15 13  6 10 29  2  1  7 28 29 20  1 33  6 10  5 28  1 20 29 33  6 10  5
 28  1 20 29 33  6 10 33]",[13  6 10 29  2  1  7 28]
1481,"[ 1 25 26  3  4  5  1 26  3  5  1 26  3  5  1 26  1 24 25  1 24  1 24  1
 24 29 17  3 11 20  9  6]",[25 26  3  4  5  1 26  3]
1482,"[14  4  0  8 29  6 28  7  2 24 29 20 29  1 24  1 24  2 28  7 20 20 28  7
 20 27 29  1  1 29  1  1]",[ 4  0  8 29  6 28  7  2]
1483,"[14 18  1 27 14 18  1 27 14 18  1 27 18 29 27 18 29 27 18 15 27 18 15 27
 14 18 20 27 14 18 20 27]",[18  1 27 14 18  1 27 14]
1484,"[10 17  2 10 25 10 23  2 10  8 22  2 17  2 13  2  2  2  2  2  8  2 22  4
 30 22  4 24 22  9 30 22]",[17  2 10 25 10 23  2 10]
1485,"[ 8 11  3 17 11  3 31 11  3 11  3 17 13  1  3 13  1  3 31 13  1  3 13  1
  3 10 11  3 25 10 11  3]",[11  3 17 11  3 31 11  3]
1486,"[13 24 26 13 24 26 13 24 26 13 24 12  4 12  4  3 24 15  2 24  5 24  2 24
 24 15  2 24  5 24  2 24]",[24 26 13 24 26 13 24 26]
1487,"[11 19 15 26 29 33 11 19  6  2 11  0  8  0  0  0  0 21 31 21 32 21 32 16
 16 21 31 21 32 21 32 21]",[19 15 26 29 33 11 19  6]
1488,"[29  1  1 29  1  1 29  1  1 29  1  1 29  1  1 29  1 27  2  1 29  1 27  2
  1 29  1 27  2  1 29  1]",[ 1  1 29  1  1 29  1  1]
1489,"[15  3 29  5 11 13 24 30 26 24 13 24 26 24 13 24 26 13 24 26 13 24 26 13
 24 26 13 24 12  4 12  4]",[ 3 29  5 11 13 24 30 26]
1490,"[14  2 13  1 29 15 20  4 23 23 23 14 12 25  8  2 13  1 29 15 20  4 23 23
 23 14 12 25  8 13  3 15]",[ 2 13  1 29 15 20  4 23]
1491,"[29  6 20 15  6  3  6  6 10 15 13  6 10 29  2  1  7 28 29 20  1  6 10 15
 13  6 10 29  2  1  7 28]",[ 6 20 15  6  3  6  6 10]
1492,"[18  2 27 18  2 27 18  2 27 18  2 27 18  2 27 18  2 27 18 13 27 18 13 27
 18 13 27 18 13 27 14 18]",[ 2 27 18  2 27 18  2 27]
1493,"[ 8  8  8  9 17 17 17  9  9  4 25 17 28 28 17 17 17 17 17  8 25  8  8  4
 25 28 28 17  4 17  9 17]",[ 8  8  9 17 17 17  9  9]
1494,"[11 31  7  2 24 29 20 29  1 24  1 24  2 28  7 20 20 28  7 20 27 29  1  1
 29  1  1 29  1  1 29  1]",[31  7  2 24 29 20 29  1]
1495,"[29  1  1 29  1  1 29  1  1 29  1 27  2  1 29  1 27  2  1 29  1 27  2  1
 29  1 27  2 10 18  1  6]",[ 1  1 29  1  1 29  1  1]
1496,"[13  3 15 14 14 13  1 29 15 20 28 21 19 30 25 14  4  0  8 11 29  6 28 21
 19 30 25 14  4  0  8 29]",[ 3 15 14 14 13  1 29 15]
1497,"[ 0 27  2 27  0  2 27  2 27  2 27 27  2 27  2 27  2  0  0 27  2 27 27  0
 27 27 27 27 27 27 27 27]",[27  2 27  0  2 27  2 27]
1498,"[30 24 13  5 16 16 16 16 16 16  5 13 13 24 15 30 24 15 30 24 13  5 16 16
 16 16 16 16 16 25 16 25]",[24 13  5 16 16 16 16 16]
1499,"[26 29 33 11 19  6  2 11  0  8  0  0  0  0 21 31 21 32 21 32 16 16 21 31
 21 32 21 32 21 31 21 32]",[29 33 11 19  6  2 11  0]
1500,"[ 1  1 29 29 13 29 29  3 29  1 13 29 20 20  2 26  2  7 22 15  2  1 28  1
 20 15 29 15 13 20 28 27]",[ 1 29 29 13 29 29  3 29]
1501,"[33 26 22 26  7 26 25 19 26  4 26  4  7 13 26 13 23  7 11 30 11  9 13 26
 13 12 13 26 13 12 22 26]",[26 22 26  7 26 25 19 26]
1502,"[ 4  8  4  9  9  9  8  8  8  8 17 17  0  0 25  0 17  0  8  9  4 25 17  0
  8 25  0 17  0  8  9  4]",[8 4 9 9 9 8 8 8]
1503,"[28  1 20 29 33  6 10 33 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29
 28  1 20 29 28  1 20 29]",[ 1 20 29 33  6 10 33 28]
1504,"[ 3 22 11 19 13 26 29 11 19 24  2 29 11 19 24  2 16 16 16 16 16 16 29 33
 27 11 19  6  2 29 33 11]",[22 11 19 13 26 29 11 19]
1505,"[24 24 16 16 16 16 16 16  5 13 13 24 15 30 24 15 30 24 13  5 16 16 16 16
 16 16  5 13 13 24 15 30]",[24 16 16 16 16 16 16  5]
1506,"[15 29 15 13 20 28 27 31 33 22  0 27 22 29  3  6 15 29  0 15 25 16 25  8
  8 17  0 17  0 23  4 29]",[29 15 13 20 28 27 31 33]
1507,"[30 23 25 23 12  9  6  3  9 12  1  5 23 12  9  3 21 18  2 27 18  2 27 18
  2 27 18  2 27 18  2 27]",[23 25 23 12  9  6  3  9]
1508,"[ 2  1 29  1 27  2  1 29  1 27  2 10 18  1  6 31  1 10 18  1  6 31  1 10
 18  1  6 31  1 26 18  1]",[ 1 29  1 27  2  1 29  1]
1509,"[33 22  0 27 22 27 31 33 22  0 27 22 16 19 16 19  2  2  0  0 14 29  2  3
 26 29  2  1  7 13 22 29]",[22  0 27 22 27 31 33 22]
1510,"[33 33 20  9 33 12 10  6  5  6  9  6 20  6 23 12  9  7 10  9  9  9  7 10
  9  9  9 23 10 12 10 10]",[33 20  9 33 12 10  6  5]
1511,"[ 0  8  9  4 25 17  0  8 25  0 17  0  8  9  4 25 17 25  0 17  8  4 25 17
 25  0 17  8  4 25 17  0]",[ 8  9  4 25 17  0  8 25]
1512,"[13 29 20 20  2 26  2  7 22 15  2  1 28  1 20 15 29 15 13 20 28 27 31 33
 22  0 27 22 29  3  6 15]",[29 20 20  2 26  2  7 22]
1513,"[13 23  7 11 30 11 23 20 25  3  3  4  5  1 26 20 25  1 24 28 17 29  8 17
  3 11  9 22 26  7 26 25]",[23  7 11 30 11 23 20 25]
1514,"[ 2 27 27  2 27  2 27  2  0  0 27  2 27 27  0 27 27 27 27 27 27 27 27 27
 27  0  0 27 27 27 27 27]",[27 27  2 27  2 27  2  0]
1515,"[ 1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29  2
 29 26  2  7 29 22  2 29]",[20 29 28  1 20 29 28  1]
1516,"[21 18 21 19 21 19 19 19 19 19 19 19 19 19 19 19 29 27 11 19 24  2 29 11
 19 24  2 31 11 19 26  3]",[18 21 19 21 19 19 19 19]
1517,"[ 5  1 26 20 25  1 24 28 17 29  8 17  3 11 12 20 20  9  6  1  9 23 12  6
 15  9 28 15  3 29  5 11]",[ 1 26 20 25  1 24 28 17]
1518,"[33  7 15  7  6  7  2 13 29  6 20 15  6  3  6  6 10 15 13  6 10 29  2  1
  7 28 29 20  1  6 10 15]",[ 7 15  7  6  7  2 13 29]
1519,"[ 2  1  7 28 29 20  1  6 10 15 13  6 10 29  2  1  7 28 29 20  1 33  6 10
  5 28  1 20 29 33  6 10]",[ 1  7 28 29 20  1  6 10]
1520,"[ 4 25 17 28 28 17 17 17 17 17  8 25  8  8  4 25 28 28 17  4 17  9 17  9
  4 23  4  4  8  8  4 12]",[25 17 28 28 17 17 17 17]
1521,"[ 2  1  7 13 22 29  2 20  1 20  1 15 13 29  1 13  2 13  1 29 27 31 33 22
  0 27 22 27 31 33 22  0]",[ 1  7 13 22 29  2 20  1]
1522,"[13  1  3 13  1  3 31 13  1  3 13  1  3 10 11  3 25 10 11  3 31 10 11  3
 10 11  3 25 26 13 23  3]",[ 1  3 13  1  3 31 13  1]
1523,"[ 3 29  1 13 29 20 20  2 26  2  7 22 15  2  1 28  1 20 15 29 15 13 20 28
 27 31 33 22  0 27 22 29]",[29  1 13 29 20 20  2 26]
1524,"[ 1  6 10 15 13  6 10 29  2  1  7 28 29 20  1 33  6 10  5 28  1 20 29 33
  6 10  5 28  1 20 29 33]",[ 6 10 15 13  6 10 29  2]
1525,"[23 19 26  4 31 26 25 33 26 22 26  7 26 25 19 26  4 26  4  7 13 26 13 23
  7 11 30 11  9 13 26 13]",[19 26  4 31 26 25 33 26]
1526,"[25  3  3  4  5  1 26 20 25  1 24 28 17 29  8 17  3 11  9 22 26  7 26 25
 19 26  4 26  4  7 13 26]",[ 3  3  4  5  1 26 20 25]
1527,"[22  0 27 22 27 31 33 22  0 27 22 16 19 16 19  2  2  0  0 14 29  2  3 26
 29  2  1  7 13 22 29  2]",[ 0 27 22 27 31 33 22  0]
1528,"[ 9 33  9  9  9 23 33 12 33 33 33 33 33 12 33 12 12 12 33 12 12 33 23 33
 33 33 33 20  9 33 12 10]",[33  9  9  9 23 33 12 33]
1529,"[ 1 29 15 20 28 21 19 30 25 14  4  0  8 11 29  6 28 21 19 30 25 14  4  0
  8 29  6 28  7  2 24 29]",[29 15 20 28 21 19 30 25]
1530,"[33 11 27 10 21 11 27 29 33 11 27 13 21 11 31 29 22 11 31 13 21 11 31 22
 11 31  7  2 24 29 20 29]",[11 27 10 21 11 27 29 33]
1531,"[29 22  2 29  1  1 29 29 13 29 29  3 29  1 13 29 20 20  2 26  2  7 22 15
  2  1 28  1 20 15 29 15]",[22  2 29  1  1 29 29 13]
1532,"[ 1 10 13 11 13 11  4  1  2  4  1 23  1  1 24 10 13 10  1 23 29 12 23  2
  4 12  8  7 23  8 10 33]",[10 13 11 13 11  4  1  2]
1533,"[ 6 10 33 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28
  1 20 29  2 29 26  2  7]",[10 33 28  1 20 29 28  1]
1534,"[30  5 13  5  4  5 13  5 22 13  2 13  8  1 13  2 13  4 13 30 13  9 13 30
 13 30 30 13 30  4 30  9]",[ 5 13  5  4  5 13  5 22]
1535,"[33 22  0 27 22 16 19 16 19  2  2  0  0 14 20 20 15  3 15  3  1  1  7  7
 33  7 15  7  6  7  2 13]",[22  0 27 22 16 19 16 19]
1536,"[24 15  2 24  5 24  2 24 24 15  2 24  5 24  2 24  3 24 15  2 24  5 24  2
 24 24 15  2 24  5 24  2]",[15  2 24  5 24  2 24 24]
1537,"[18  1  6 31  1 10 18  1  6 31  1 26 18  1  3 31  1 10 21 11 27  3 33 11
 27 10 21 11 27 29 33 11]",[ 1  6 31  1 10 18  1  6]
1538,"[22 27 11 19 15 26  3 22 11 19 15 26 29 33 11 19  6  2 11  0  8  0  0  0
  0 29 33 27 11 19 10  2]",[27 11 19 15 26  3 22 11]
1539,"[28  7 20 20 28  7 20 27 29  1  1 29  1  1 29  1  1 29  1  1 29  1 11 29
 21 11 27  2 21 11 29 21]",[ 7 20 20 28  7 20 27 29]
1540,"[12  4  3 24 15  2 24  5 24  2 24 24 15  2 24  5 24  2 24  3 24 15  2 24
  5 24  2 24 24 15  2 24]",[ 4  3 24 15  2 24  5 24]
1541,"[26  3 22 11 19 13 26 29 11 19 24  2 29 11 19 24  2 16 16 16 16 16 16 29
 33 27 11 19  6  2 29 33]",[ 3 22 11 19 13 26 29 11]
1542,"[16  0  0  0  0  0  0 16 16 16 16 29 33 27 11 19  6  2 29 33 11 19  6  2
 31 11 19  3  3 22 27 11]",[ 0  0  0  0  0  0 16 16]
1543,"[17  8  4 25 17  0 28  4 25 17 25  0 17  8  4 25 17  0  0 29 29 29 29 29
 29 29 29 29 29 29 17 12]",[ 8  4 25 17  0 28  4 25]
1544,"[14 14 14 14 14 14 22  7  2 13  1 29 23  4  4  8  8  8  8  8  8  8  8  8
  2 10 11 29  6 25 25 14]",[14 14 14 14 14 22  7  2]
1545,"[29 33 11 19 10  2 29 33 11 19 10  2 16 16  0  0  0  0  0  0 16 16 16 16
 29 33 27 11 19  6  2 29]",[33 11 19 10  2 29 33 11]
1546,"[29  2  1  7 28 29 20  1  6 10 15 13  6 10 29  2  1  7 28 29 20  1 33  6
 10  5 28  1 20 29 33  6]",[ 2  1  7 28 29 20  1  6]
1547,"[16 16  0  0  0  0  0  0 16 16 16 16 29 33 27 11 19  6  2 29 33 11 19  6
  2 31 11 19  3  3 22 27]",[16  0  0  0  0  0  0 16]
1548,"[12 12 12 10 12 12  2  4 10 23 10 10 24 10 13 10 10 10 23 26 25  1  4  1
  1 10 13 11 13 11  4  1]",[12 12 10 12 12  2  4 10]
1549,"[29 33 27 11 19 10  2 29 33 11 19 10  2 31 11 19 26  3 22 27 11 19 13 26
  3 22 11 19 13 26 29 33]",[33 27 11 19 10  2 29 33]
1550,"[ 9  4 25 17  0  8 25  0 17  0  8  9  4 25 17 25  0 17  8  4 25 17 25  0
 17  8  4 25 17  0 28  4]",[ 4 25 17  0  8 25  0 17]
1551,"[ 2 10 18  1  6 31  1 10 18  1  6 31  1 10 18  1  6 31  1 26 18  1  3 31
  1 10 21 11 27  3 33 11]",[10 18  1  6 31  1 10 18]
1552,"[20  9  6  1 12  6 15 23 20  4 20  3 17  6 20 15 12 32 18 12 21 12 12 31
 33 22 19 12  7 12 30 26]",[ 9  6  1 12  6 15 23 20]
1553,"[12 23 27  4 12  8 23  8 23 23 23 23 23 23 30 23 25 23 12  9  6  3  9 12
  1  5 23 12  9  3 21 18]",[23 27  4 12  8 23  8 23]
1554,"[28 30 24 11 24 30 24 24 30 24 15 11 24 30 24 20 24 28 30 24 11 24 30 24
 24 30 24 15 11 24 30 24]",[30 24 11 24 30 24 24 30]
1555,"[ 2 31 11 19  3  3 22 27 11 19 15 26  3 22 11 19 15 26 29 33 11 19  6  2
 11  0  8  0  0  0  0 21]",[31 11 19  3  3 22 27 11]
1556,"[ 2 27 18  2 27 18  2 27 18  2 27 18 13 27 18 13 27 18 13 27 18 13 27 14
 18  1 27 14 18  1 27 14]",[27 18  2 27 18  2 27 18]
1557,"[ 1 11  1 11 23 23 23 23 20 23 15 23  6  3 23  5  1 25 26  3  4  5  1 26
  3  5  1 26  3  5  1 26]",[11  1 11 23 23 23 23 20]
1558,"[15  6  3  6  6 10 15 13  6 10 29  2  1  7 28 29 20  1  6 10 15 13  6 10
 29  2  1  7 28 29 20  1]",[ 6  3  6  6 10 15 13  6]
1559,"[ 1 29  1 27  2  1 29  1 27  2 10 18  1  6 31  1 10 18  1  6 31  1 10 18
  1  6 31  1 26 18  1  3]",[29  1 27  2  1 29  1 27]
1560,"[16 16 16 16 29 33 27 11 19  6  2 29 33 11 19  6  2 31 11 19  3  3 22 27
 11 19 15 26  3 22 11 19]",[16 16 16 29 33 27 11 19]
1561,"[ 2  1  7 13 22 29  2 20  1 20  1 15 13 29  1 13  2 13  1 29 27 31 33 22
  0 27 22 27 31 33 22  0]",[ 1  7 13 22 29  2 20  1]
1562,"[ 7 29 22  2 29  1  1 29 29 13 29 29  3 29  1 13 29 20 20  2 26  2  7 22
 15  2  1 28  1 20 15 29]",[29 22  2 29  1  1 29 29]
1563,"[23 12  6 15  9 28 15  3 29  5 11 13 24 30 26 24 13 24 26 24 13 24 26 13
 24 26 13 24 26 13 24 26]",[12  6 15  9 28 15  3 29]
1564,"[27 14 18  1 27 14 18  1 27 14 18  1 27 18 29 27 18 29 27 18 15 27 18 15
 27 14 18 20 27 14 18 20]",[14 18  1 27 14 18  1 27]
1565,"[ 1 24 10 13 10  1 23 29 12 23  2  4 12  8  7 23  8 10 33 24 10 13 10 26
 12 23 27  4 12  8 23  8]",[24 10 13 10  1 23 29 12]
1566,"[30 25 14  4  0  8 29  6 28  7  2 24 29 20 29  1 24  1 24  2 28  7 20 20
 28  7 20 27 29  1  1 29]",[25 14  4  0  8 29  6 28]
1567,"[27 27  3 27 27 27 29 27  3  3 29 29  2  3 26 29  2  1  7 13 22 29  2 20
  1 20  1 15 13 29  1 13]",[27  3 27 27 27 29 27  3]
1568,"[11 27 10 21 11 27  3 33 11 27 10 21 11 27 29 33 11 27 13 21 11 31 29 22
 11 31 13 21 11 31 22 11]",[27 10 21 11 27  3 33 11]
1569,"[18 13 27 18 13 27 18 13 27 14 18  1 27 14 18  1 27 14 18  1 27 14 18  1
 27 18 29 27 18 29 27 18]",[13 27 18 13 27 18 13 27]
1570,"[10 10 24 10 13 10 10 10 23 26 25  1  4  1  1 10 13 11 13 11  4  1  2  4
  1 23  1  1 24 10 13 10]",[10 24 10 13 10 10 10 23]
1571,"[26 20 25  1 24 28 17 29  8 17  3 11  9 22 26  7 26 25 19 26  4 26  4  7
 13 26 13 23  7 11 30 11]",[20 25  1 24 28 17 29  8]
1572,"[ 1  7  7 33  7 15  7  6  7  2 13 29  6 20 15  6  3  6  6 10 15 13  6 10
 29  2  1  7 28 29 20  1]",[ 7  7 33  7 15  7  6  7]
1573,"[ 7  2 24 29 20 29  1 24  1 24  2 28  7 20 20 28  7 20 27 29  1  1 29  1
  1 29  1  1 29  1  1 29]",[ 2 24 29 20 29  1 24  1]
1574,"[10 11 29  6 25 25 14 14 14  2 13  1 29 15 20 14 12 26 13  3 15 14 14 13
  1 29 15 20 28 21 19 30]",[11 29  6 25 25 14 14 14]
1575,"[33 22 19  7 17 17 17 17 17 17 17 17 17 17 14 14 14 14 14 14 14 22  7  2
 13  1 29 23  4  4  8  8]",[22 19  7 17 17 17 17 17]
1576,"[ 1 29 29 13 29 29  3 29  1 13 29 20 20  2 26  2  7 22 15  2  1 28  1 20
 15 29 15 13 20 28 27 31]",[29 29 13 29 29  3 29  1]
1577,"[20  4 20  3 17  6 20 15 12 32 18 12 21 12 12 31 33 22 19 12  7 12 30 26
 12 24 11  1  8 24 11  1]",[ 4 20  3 17  6 20 15 12]
1578,"[27  2  0  0 27  2 27 27  0 27 27 27 27 27 27 27 27 27 27  0  0 27 27 27
 27 27  3 27 27 27 29 27]",[ 2  0  0 27  2 27 27  0]
1579,"[19 13 26 29 11 19 24  2 29 11 19 24  2 16 16 16 16 16 16 29 33 27 11 19
  6  2 29 33 11 19  6  2]",[13 26 29 11 19 24  2 29]
1580,"[32 21 32 21 31 21 32 21 32 21 31 21 32 21 16 32 31 32 32 21 31 21 32 21
 32 21 31 21 32 21 32 21]",[21 32 21 31 21 32 21 32]
1581,"[29 28  1 20 29 28  1 20 29 28  1 20 29  2 29 26  2  7 29 22  2 29  1  1
 29 29 13 29 29  3 29  1]",[28  1 20 29 28  1 20 29]
1582,"[18 16 16 18 21 18 21 19 21 19 19 19 19 19 19 19 19 19 19 19 29 27 11 19
 24  2 29 11 19 24  2 31]",[16 16 18 21 18 21 19 21]
1583,"[ 2 31 11 19  3  3 22 27 11 19 15 26  3 22 11 19 15 26 29 33 11 19  6  2
 11  0  8  0  0  0  0 21]",[31 11 19  3  3 22 27 11]
1584,"[31 21 32 21 32 21 31 21 32 32 31 32 32 31 32 32 31 32 21 32 21 31 21 32
 21 32 21 31 21 32 21 16]",[21 32 21 32 21 31 21 32]
1585,"[ 9  9  8  8 28  8  8  8  8  8  9 17 17 17  9  9  4 25 17 28 28 17 17 17
 17 17  8 25  8  8  4 25]",[ 9  8  8 28  8  8  8  8]
1586,"[30 30 30 30 24 24 16 16 16 16 16 16  5 13 13 24 15 30 24 15 30 24 13  5
 16 16 16 16 16 16  5 13]",[30 30 30 24 24 16 16 16]
1587,"[ 2 13  1 29 23  4  4  8  8  8  8  8  8  8  8  8  2 10 11 29  6 25 25 14
 14  2 13  1 29 15 20  4]",[13  1 29 23  4  4  8  8]
1588,"[14 13  1 29 15 20 28 21 19 30 25 14  4  0  8 11 29  6 28 21 19 30 25 14
  4  0  8 29  6 28  7  2]",[13  1 29 15 20 28 21 19]
1589,"[25 14 14  2 13  1 29 15 20  4 23 23 23 14 12 25  8  2 13  1 29 15 20  4
 23 23 23 14 12 25  8 13]",[14 14  2 13  1 29 15 20]
1590,"[26 13 23  7 11 30 11 22 26  7 26 25 19 26  4 26  4  7 13 26 13 23  7 11
 30 11 23 20 25  3  3  4]",[13 23  7 11 30 11 22 26]
1591,"[17 17  8 25  8  8  4 25 28 28 17  4 17  9 17  9  4 23  4  4  8  8  4 12
  4  9  4  8  4  9  9  9]",[17  8 25  8  8  4 25 28]
1592,"[29 15 20 28 21 19 30 25 14  4  0  8 11 29  6 28 21 19 30 25 14  4  0  8
 29  6 28  7  2 24 29 20]",[15 20 28 21 19 30 25 14]
